Tag Type,Tag Id,Time (UTC),RSSI,Latitude,Longitude,beep_number,tagFamily,payloadType,solar_mV,temperature_C
radio434mhz,6133334B,2026-08-10 22:38:46.000Z,-27,60.954372,-138.030655
radio434mhz,6133334B,2026-08-10 22:38:49.000Z,-27,60.954372,-138.030655
bluetooth,D2A3B933,2026-08-10 22:38:50.000Z,-41,60.954372,-138.030655,11485,2,0,1572,17.23
radio434mhz,6133334B,2026-08-10 22:38:51.000Z,-27,60.954364,-138.030664
radio434mhz,6133334B,2026-08-10 22:38:53.000Z,-37,60.954364,-138.030664
radio434mhz,6133334B,2026-08-10 22:38:56.000Z,-39,60.954357,-138.030672
radio434mhz,6133334B,2026-08-10 22:38:58.000Z,-29,60.954357,-138.030672
bluetooth,D2A3B933,2026-08-10 22:39:00.000Z,-45,60.954357,-138.030672,63131,2,0,1572,17.23
radio434mhz,6133334B,2026-08-10 22:39:01.000Z,-29,60.954352,-138.030677
radio434mhz,6133334B,2026-08-10 22:39:03.000Z,-30,60.954352,-138.030677
radio434mhz,6133334B,2026-08-10 22:39:06.000Z,-39,60.954352,-138.030681
radio434mhz,6133334B,2026-08-10 22:39:08.000Z,-50,60.954352,-138.030681
bluetooth,D2A3B933,2026-08-10 22:39:10.000Z,-59,60.954357,-138.030682,45982,2,0,1573,17.16
radio434mhz,6133334B,2026-08-10 22:39:11.000Z,-66,60.954357,-138.030682
radio434mhz,6133334B,2026-08-10 22:39:13.000Z,-58,60.954369,-138.030687
radio434mhz,6133334B,2026-08-10 22:39:15.000Z,-49,60.954378,-138.030682
radio434mhz,6133334B,2026-08-10 22:39:18.000Z,-62,60.954413,-138.030650
bluetooth,D2A3B933,2026-08-10 22:39:20.000Z,-45,60.954422,-138.030614,58249,2,0,1573,17.18
radio434mhz,6133334B,2026-08-10 22:39:20.000Z,-50,60.954422,-138.030614
radio434mhz,6133334B,2026-08-10 22:39:23.000Z,-53,60.954429,-138.030573
radio434mhz,6133334B,2026-08-10 22:39:25.000Z,-27,60.954441,-138.030557
radio434mhz,6133334B,2026-08-10 22:39:28.000Z,-27,60.954458,-138.030544
bluetooth,D2A3B933,2026-08-10 22:39:30.000Z,-41,60.954467,-138.030544,4290,2,0,1572,17.11
radio434mhz,6133334B,2026-08-10 22:39:30.000Z,-26,60.954467,-138.030544
radio434mhz,6133334B,2026-08-10 22:39:32.000Z,-28,60.954474,-138.030529
radio434mhz,6133334B,2026-08-10 22:39:35.000Z,-27,60.954483,-138.030500
radio434mhz,6133334B,2026-08-10 22:39:37.000Z,-28,60.954479,-138.030435
radio434mhz,6133334B,2026-08-10 22:39:40.000Z,-27,60.954477,-138.030381
bluetooth,D2A3B933,2026-08-10 22:39:40.000Z,-45,60.954477,-138.030381,36057,2,0,1572,17.13
radio434mhz,6133334B,2026-08-10 22:39:42.000Z,-27,60.954492,-138.030353
radio434mhz,6133334B,2026-08-10 22:39:45.000Z,-27,60.954514,-138.030347
radio434mhz,6133334B,2026-08-10 22:39:47.000Z,-27,60.954514,-138.030347
